#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Jan 30 17:17:00 EST 2018,29,29,Assignment1Suite,ClearTest1+ InsertTest3+ SizeTest0+ SizeTest1+ SizeTest3+ , ,ClearTest0- EverythingTest0- GetTest0- GetTest1- InsertTest0- InsertTest1- InsertTest2- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- SizeTest2- , ,
1,Tue Jan 30 17:26:40 EST 2018,29,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
2,Tue Jan 30 17:26:56 EST 2018,29,0,SizeTestSuite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
3,Tue Jan 30 17:38:43 EST 2018,29,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
4,Tue Jan 30 17:46:35 EST 2018,29,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
5,Tue Jan 30 17:48:39 EST 2018,29,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
6,Tue Jan 30 17:54:29 EST 2018,29,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
7,Tue Jan 30 18:13:07 EST 2018,29,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
8,Tue Jan 30 18:13:42 EST 2018,29,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
9,Tue Jan 30 18:14:32 EST 2018,29,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
10,Tue Jan 30 18:19:34 EST 2018,35,6,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2+ SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
11,Tue Jan 30 18:19:50 EST 2018,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
12,Tue Jan 30 18:20:35 EST 2018,70,35,Assignment1Suite,ClearTest0+ ClearTest1 InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 SizeTest1- SizeTest2- , ,
13,Tue Jan 30 18:21:04 EST 2018,70,0,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 SizeTest1 SizeTest2 , ,
14,Tue Jan 30 18:28:43 EST 2018,76,6,Assignment1Suite,ClearTest0 ClearTest1 GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
15,Tue Jan 30 18:29:35 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
16,Tue Jan 30 18:29:43 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
17,Tue Jan 30 18:30:52 EST 2018,76,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest3 , ,EverythingTest0 GetTest0 SizeTest1 SizeTest2 , ,
18,Tue Jan 30 18:32:07 EST 2018,41,-35,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1+ SizeTest2+ SizeTest3 , ,ClearTest0- EverythingTest0 GetTest0 InsertTest0- InsertTest1- InsertTest2- RemoveTest0- RemoveTest1- RemoveTest2- RemoveTest3- , ,
19,Tue Jan 30 18:58:39 EST 2018,35,-6,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2- , ,
20,Tue Jan 30 19:02:19 EST 2018,35,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
21,Tue Jan 30 19:20:35 EST 2018,35,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
22,Tue Jan 30 19:21:03 EST 2018,35,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
23,Tue Jan 30 19:27:57 EST 2018,35,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
24,Tue Jan 30 19:35:27 EST 2018,35,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2 , ,
25,Tue Jan 30 19:40:43 EST 2018,5,-30,Assignment1Suite,ClearTest1 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1- InsertTest0 InsertTest1 InsertTest2 InsertTest3- RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0- SizeTest1- SizeTest2 SizeTest3- , ,
26,Tue Jan 30 19:41:57 EST 2018,41,36,Assignment1Suite,ClearTest1 GetTest1+ InsertTest3+ RemoveTest2+ SizeTest0+ SizeTest1+ SizeTest3+ , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
27,Tue Jan 30 19:58:33 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
28,Tue Jan 30 20:00:14 EST 2018,41,0,InsertTestSuite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
29,Thu Feb 01 13:50:02 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
30,Thu Feb 01 13:52:06 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
31,Thu Feb 01 13:54:05 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
32,Thu Feb 01 13:55:18 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
33,Thu Feb 01 13:55:43 EST 2018,29,-12,Assignment1Suite,GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 , ,ClearTest0 ClearTest1- EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 SizeTest3- , ,
34,Thu Feb 01 13:56:56 EST 2018,41,12,Assignment1Suite,ClearTest1+ GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3+ , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
35,Thu Feb 01 14:03:05 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
36,Thu Feb 01 14:03:27 EST 2018,41,0,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 RemoveTest2 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest3 SizeTest2 , ,
37,Fri Feb 02 15:43:48 EST 2018,35,-6,Assignment1Suite,ClearTest1 GetTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2- RemoveTest3 SizeTest2 , ,
38,Fri Feb 02 15:49:29 EST 2018,17,-18,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 , ,ClearTest0 ClearTest1- EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1- SizeTest2 SizeTest3- , ,
39,Fri Feb 02 15:50:12 EST 2018,17,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
40,Fri Feb 02 15:51:47 EST 2018,17,0,Assignment1Suite,GetTest1 InsertTest3 SizeTest0 , ,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 SizeTest3 , ,
41,Fri Feb 02 15:59:23 EST 2018,29,12,Assignment1Suite,GetTest0+ GetTest1 InsertTest3 SizeTest0 SizeTest3+ , ,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest1 SizeTest2 , ,
42,Fri Feb 02 16:01:35 EST 2018,100,71,Assignment1Suite,ClearTest0+ ClearTest1+ EverythingTest0+ GetTest0 GetTest1 InsertTest0+ InsertTest1+ InsertTest2+ InsertTest3 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ SizeTest0 SizeTest1+ SizeTest2+ SizeTest3 , , , ,
43,Sun Feb 04 15:06:28 EST 2018,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
